file_path,test_id,issue_severity,issue_confidence,col_offset,end_col_offset,line_range,commit,commit_number,fix_commit,fix_commit_number
numpy/ma/core.py,B110,LOW,HIGH,8,16,2,c3a78be43951665dd5667abd603c48f74276c20b,216,43a8cd217eea755bdb2074a93337f1c4ac786d47,217
numpy/ma/core.py,B110,LOW,HIGH,12,20,2,c3a78be43951665dd5667abd603c48f74276c20b,216,43a8cd217eea755bdb2074a93337f1c4ac786d47,217
numpy/_core/tests/test_stringdtype.py,B101,LOW,HIGH,8,9,3,26cdf63c186b6534350dba5cdaece0eff3f4c0a6,326,87a01ae22de802a3638aa265b899c787a306fd26,328
numpy/ma/tests/test_core.py,B101,LOW,HIGH,8,52,1,294d7455fff94d9ddd64ecff31ffc61f8e02b837,453,792b7f89180a2607b9f31a4594ff03dd3453bade,454
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,4,19,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,4,21,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,36,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,51,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,27,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,31,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,4,31,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,50,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/_core/tests/test_datetime.py,B101,LOW,HIGH,8,39,1,7ec91caeb9c0007abc82e13b4ccbc614e2b691d6,381,2cac1c5c6cc19675f37759dc0d12bbe06ec23da3,463
numpy/lib/tests/test_io.py,B101,LOW,HIGH,4,26,1,73a2ab4dc244f397c70bd72fc748c33c351d2e4e,153,63503c9b640c192664d29f39a39eac8ede7d82dd,490
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,16,52,1,92ecbaf29b2854a95108f6e8f7ceb627471cacf0,531,5bad3576d8fd0a74c3f4b0e6d66568a8f5f262e3,532
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,16,54,1,92ecbaf29b2854a95108f6e8f7ceb627471cacf0,531,5bad3576d8fd0a74c3f4b0e6d66568a8f5f262e3,532
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,20,44,1,92ecbaf29b2854a95108f6e8f7ceb627471cacf0,531,5bad3576d8fd0a74c3f4b0e6d66568a8f5f262e3,532
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,16,60,1,92ecbaf29b2854a95108f6e8f7ceb627471cacf0,531,5bad3576d8fd0a74c3f4b0e6d66568a8f5f262e3,532
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,33,1,5bad3576d8fd0a74c3f4b0e6d66568a8f5f262e3,532,67cb5c501066ddd448bdde4d4c186ad7319099c6,534
numpy/_core/tests/test_einsum.py,B101,LOW,HIGH,8,9,3,77c97ae11d865e858a4a95ba99dd548031b3e4c9,548,43406f0165696c6975c0d4863a3774aa30fd7798,551
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,16,40,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,48,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,50,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,56,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,36,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_nditer.py,B101,LOW,HIGH,12,25,1,67cb5c501066ddd448bdde4d4c186ad7319099c6,534,8289ffe5dc525246e4f0dce56dbc879172952c67,563
numpy/_core/tests/test_multiarray.py,B101,LOW,HIGH,4,40,1,16b210c24a80cdba854ccafdff35d2568762c941,461,637746826c36c5be48926265173a9165a3970c9d,574
numpy/_core/tests/test_multiarray.py,B101,LOW,HIGH,4,39,1,16b210c24a80cdba854ccafdff35d2568762c941,461,637746826c36c5be48926265173a9165a3970c9d,574
numpy/_core/tests/test_numeric.py,B101,LOW,HIGH,8,59,1,98a6d204665ab6bef869ca9e24eb101a13a10044,562,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_stringdtype.py,B101,LOW,HIGH,16,37,1,637746826c36c5be48926265173a9165a3970c9d,574,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_simd.py,B101,LOW,HIGH,8,64,1,8289ffe5dc525246e4f0dce56dbc879172952c67,563,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_ufunc.py,B101,LOW,HIGH,4,30,1,d54d299eba85c7b178e5cd958e2267a43ba6ff1a,582,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_umath_accuracy.py,B307,MEDIUM,HIGH,129,143,1,0ae8180a98a8cabe3317c54c88cff4cf80e23c1c,95,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
doc/source/reference/simd/gen_features.py,B101,LOW,HIGH,8,60,1,c0e9b5340545698706bc503706d5db045fc367c6,87,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_umath.py,B101,LOW,HIGH,12,50,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_casting_unittests.py,B101,LOW,HIGH,20,49,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_casting_unittests.py,B101,LOW,HIGH,20,53,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_casting_unittests.py,B101,LOW,HIGH,24,47,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_casting_unittests.py,B101,LOW,HIGH,24,51,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/f2py/tests/test_regression.py,B101,LOW,HIGH,8,28,1,c1cf2bc40c1396237d2a58c1e142eeb031b7c8fd,390,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_memmap.py,B101,LOW,HIGH,8,38,1,f3cca78729e301d4322c8f36fb44f3abb5d290d9,450,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_memmap.py,B101,LOW,HIGH,8,54,1,f3cca78729e301d4322c8f36fb44f3abb5d290d9,450,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,12,85,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,59,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,81,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,63,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,23,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,56,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,27,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/ma/timer_comparison.py,B101,LOW,HIGH,8,37,1,0f3839b766d463a02f3a11e46938c311ce13714c,528,c31e59993874f0f3b2dfce24df3bd910b44a632d,591
numpy/_core/tests/test_multiarray.py,B307,MEDIUM,HIGH,27,70,1,c31e59993874f0f3b2dfce24df3bd910b44a632d,591,c2331aec318af03b50a0da7a572dbb8b52ebab03,593
numpy/_core/tests/test_arrayprint.py,B307,MEDIUM,HIGH,21,50,1,3c6d76331d81966830f79b54adadb09dc942ad65,370,c2331aec318af03b50a0da7a572dbb8b52ebab03,593
numpy/_core/tests/test_scalarmath.py,B101,LOW,HIGH,4,25,1,2218b2e3f1273ae574bea31ab75aa47da72ef4e4,226,c2331aec318af03b50a0da7a572dbb8b52ebab03,593
numpy/_core/tests/test_cpu_features.py,B603,LOW,HIGH,15,81,1,c31e59993874f0f3b2dfce24df3bd910b44a632d,591,c2331aec318af03b50a0da7a572dbb8b52ebab03,593
numpy/f2py/symbolic.py,B101,LOW,HIGH,12,72,2,9cc5325848f5a580889c77dafcb187ade567135d,100,c2331aec318af03b50a0da7a572dbb8b52ebab03,593
tools/linter.py,B603,LOW,HIGH,14,9,5,c31e59993874f0f3b2dfce24df3bd910b44a632d,591,f9133c43d2b88a7b51fe41d34161e75330d3af36,599
tools/linter.py,B607,LOW,HIGH,14,9,5,c31e59993874f0f3b2dfce24df3bd910b44a632d,591,f9133c43d2b88a7b51fe41d34161e75330d3af36,599
numpy/lib/format.py,B101,LOW,HIGH,4,30,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,f2c070f9eefef679b5efc0e54d31883a50460d19,606
numpy/lib/format.py,B105,LOW,MEDIUM,32,35,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,f2c070f9eefef679b5efc0e54d31883a50460d19,606
numpy/lib/format.py,B403,LOW,HIGH,0,13,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,f2c070f9eefef679b5efc0e54d31883a50460d19,606
numpy/lib/format.py,B301,MEDIUM,HIGH,20,52,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,f2c070f9eefef679b5efc0e54d31883a50460d19,606
tools/linter.py,B607,LOW,HIGH,14,9,6,f9133c43d2b88a7b51fe41d34161e75330d3af36,599,c088f02e58c806e87d20a57a72c37ddead0b547d,625
numpy/_core/tests/test_strings.py,B101,LOW,HIGH,8,64,1,446f52a9212f121ed5d9ef291894a712c91aa6d0,520,56c900aba59defae715d65d34e1c865eedbac13b,666
numpy/_core/tests/test_deprecations.py,B101,LOW,HIGH,8,21,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,491f66a8e2fa583842bb85c853f68e6653f8e8b2,769
numpy/_core/tests/test_deprecations.py,B101,LOW,HIGH,16,66,1,c2331aec318af03b50a0da7a572dbb8b52ebab03,593,491f66a8e2fa583842bb85c853f68e6653f8e8b2,769
numpy/_core/tests/test_indexing.py,B101,LOW,HIGH,8,30,1,491f66a8e2fa583842bb85c853f68e6653f8e8b2,769,59f815d7bc0764bedff1b9aa1f8bee0b90bb081e,789
numpy/lib/tests/test_loadtxt.py,B101,LOW,HIGH,4,31,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,9159ed17927338b9abd7a0bb0e17104d43121872,838
numpy/lib/tests/test_loadtxt.py,B101,LOW,HIGH,8,30,1,21886d2239a7df0ecde9054e4e1d2ec7ff482479,135,9159ed17927338b9abd7a0bb0e17104d43121872,838
numpy/_core/tests/test_multithreading.py,B101,LOW,HIGH,16,103,1,f2bba7347841047c310ca59093253ae4d2b3a6eb,841,9e52805c85d40dab03458f70230a2899a20a02b3,842
numpy/_core/tests/test_multithreading.py,B101,LOW,HIGH,16,38,1,f2bba7347841047c310ca59093253ae4d2b3a6eb,841,9e52805c85d40dab03458f70230a2899a20a02b3,842
numpy/_core/tests/test_multithreading.py,B101,LOW,HIGH,12,34,1,9e52805c85d40dab03458f70230a2899a20a02b3,842,4fc40fec87128507b73c12920015d86d291efc75,845
numpy/_core/tests/test_multithreading.py,B101,LOW,HIGH,12,99,1,00a87a69b597526f9b71ef75f5ddc4ed27c0317e,855,60acc1a5966afd1b03ae084c58930442e17879b6,857
